"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"MPD02_MBSR_041","Residential Mortgages","Report MPD02: classify and report the line item 'Residential Mortgages' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Residential Mortgages""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MDS_049","Medium Service Enterprises","Report MPD02: classify and report the line item 'Medium Service Enterprises' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Medium Service Enterprises""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MED_006","Medium","Report MPD02: classify and report the line item 'Medium' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Medium""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MEM_094","Medium Enterprises - Manufacturing","Report MPD02: classify and report the line item 'Medium Enterprises - Manufacturing' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Medium Enterprises - Manufacturing""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MES_095","Medium Enterprises - Services","Report MPD02: classify and report the line item 'Medium Enterprises - Services' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Medium Enterprises - Services""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MET_073","Other Metal","Report MPD02: classify and report the line item 'Other Metal' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Basic Metal""}, ""product_level_5"": {""eq"": ""Other Metal""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MF_023","MFs","Report MPD02: classify and report the line item 'MFs' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""MFs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MFI_018","MFIs","Report MPD02: classify and report the line item 'MFIs' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""NBFCs other than PFIs""}, ""product_level_5"": {""eq"": ""MFIs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MIN_051","Mining and Quarrying","Report MPD02: classify and report the line item 'Mining and Quarrying' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Mining and Quarrying""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MMT_059","Man-Made","Report MPD02: classify and report the line item 'Man-Made' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Textiles""}, ""product_level_5"": {""eq"": ""Man-Made""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MSE_005","Micro and Small","Report MPD02: classify and report the line item 'Micro and Small' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Micro and Small""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MSM_091","Micro and Small Enterprises - Manufacturing","Report MPD02: classify and report the line item 'Micro and Small Enterprises - Manufacturing' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Micro and Small Enterprises - Manufacturing""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MSP_093","Micro Enterprises - Net PSLC","Report MPD02: classify and report the line item 'Micro Enterprises - Net PSLC' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Micro Enterprises - Net PSLC""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MSS_092","Micro and Small Enterprises - Services","Report MPD02: classify and report the line item 'Micro and Small Enterprises - Services' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Micro and Small Enterprises - Services""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_MUD_108","Mudra Deposit","Report MPD02: classify and report the line item 'Mudra Deposit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Mudra Deposit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NAD_107","NABARD deposits","Report MPD02: classify and report the line item 'NABARD deposits' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""NABARD deposits""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NBG_019","NBFCs engaged in loans against gold only","Report MPD02: classify and report the line item 'NBFCs engaged in loans against gold only' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""NBFCs other than PFIs""}, ""product_level_5"": {""eq"": ""NBFCs engaged in loans against gold only""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NBO_020","Other NBFCs","Report MPD02: classify and report the line item 'Other NBFCs' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""NBFCs other than PFIs""}, ""product_level_5"": {""eq"": ""Others""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NFCM_048","Non-fund based Exposure to Capital Market","Report MPD02: classify and report the line item 'Non-fund based Exposure to Capital Market' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Non-fund based Exposure to Capital Market""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NFCR_045","Non-fund based limits for Commercial Real Estate","Report MPD02: classify and report the line item 'Non-fund based limits for Commercial Real Estate' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Non-fund based limits for Commercial Real Estate""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NHB_022","NHB","Report MPD02: classify and report the line item 'NHB' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""PFIs""}, ""product_level_5"": {""eq"": ""NHB""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NHBX_043","NHB","Report MPD02: classify and report the line item 'NHB' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""NHB""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_NHD_106","NHB Deposit","Report MPD02: classify and report the line item 'NHB Deposit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""NHB Deposit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OIL_053","Edible Oils and Vanaspati","Report MPD02: classify and report the line item 'Edible Oils and Vanaspati' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Food Processing""}, ""product_level_5"": {""eq"": ""Edible Oils and Vanaspati""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OIN_087","Other Industries","Report MPD02: classify and report the line item 'Other Industries' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Other Industries""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OPL_034","Other Personal Loans","Report MPD02: classify and report the line item 'Other Personal Loans' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Personal Loans""}, ""product_level_4"": {""eq"": ""Other Personal Loans""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OS_025","Other Services","Report MPD02: classify and report the line item 'Other Services' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""Other Services""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OTH_102","Others","Report MPD02: classify and report the line item 'Others' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Others""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_OTX_060","Other Textiles","Report MPD02: classify and report the line item 'Other Textiles' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Textiles""}, ""product_level_5"": {""eq"": ""Other Textiles""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PAP_063","Paper","Report MPD02: classify and report the line item 'Paper' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Paper""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
